serialNo,stitle,deptName,postDate,content
10,如何有效避免遭受刀口下的傷害?,臺北市政府警察局公共關係室,2018/07/20 08:34,"相愛容易相處難，雙方因相戀而邁入人生另一階段，一些人選擇同居試婚，另一些人則選擇直接進入婚姻，隨之而來的就是彼此相處的問題。
今年初，國內發生一起駭人聽聞的社會案件，彰化市一對夫妻因為相處不睦，而產生家暴問題，妻子因而帶小孩回娘家，丈夫卻持美工刀追至妻子娘家，將妻子殺害，妻子的妹妹也險遭波及，實在令人不勝唏噓。
臺北市政府警察局婦幼警察隊在此呼籲大家，注意以下幾點事項:
避免刻意再次激怒對方。
待雙方冷靜後，再行理性溝通。
發現對方出現暴力行為，請儘速離開現場。
若不幸受傷，應儘快至醫院驗傷，尋求後續相關協助。
更多相關訊息，歡迎上「臺北市警察局婦幼警察隊網站」(https://wpd.police.gov.taipei/)及「婦幼福佑-臺北市政府婦幼警察隊粉絲專頁」(https://www.facebook.com/fuyopolice.taipei/)瀏覽。 "
11,松山的傳說時刻 I WILL CARRY YOU,臺北市政府警察局公共關係室,2018/07/20 08:33,"    隨著網際網路蓬勃發展，豐富的網路手遊世界易使人著迷，臺北市政府警察局少年警察隊松山少輔組於107年7月19日(星期四)12時30分至16時30分假松山少輔組辦公室辦理「松山的傳說時刻」暑假高關懷少年團體輔導活動，本組運用時下流行的手遊「傳說對決」舉辦競賽，以吸引少年參與。活動中擁有5.6萬粉絲訂閱的YOUTUBER實況主乘號教導少年如何進行對戰及分享擔任YOUTUBER實況主需具備哪些條件。
松山少輔組實務工作發現，因智慧型手機普及，少年在網路常出現謾罵、隨意轉載圖片、購物糾紛詐欺及身份盜用等觸法行為，少年因網路虛擬性而輕忽其觸法的嚴重性，為避免少年因法律知能不足而觸法，遂提升其法令知能是當務之急。
松山少輔組辦理的暑假高關懷少年團體輔導活動，為了提升少年使用網路的自我保護能力，特別規劃了網路安全宣導，使少年知悉在網路世界何種行為已構成觸法。最令少年感興趣的手遊傳說對決競賽，少年分別進行死鬥模式、3人對決模式及5對5競賽模式，少年們皆專心地進行遊戲，得名的少年表示超有成就感!最後YOUTUBER實況主乘號向少年介紹手遊角色特性、選角方式、團隊策略、對戰禮儀及分享擔任實況主心路歷程，使少年了解擔任遊戲實況主的內容和需具備的態度，少年們皆表示今天渡過一個難忘的暑假午後時光。"
12,糾眾毀損車輛丟信號彈 信義警分局嚴正查辦,臺北市政府警察局公共關係室,2018/07/20 08:32,"信義分局上(6)月30日凌晨2時20分許，獲報信義路六段某店家民眾糾紛並疑似糾眾毀損車輛，員警趕赴現場發現余、林姓被害人，另不詳犯嫌等人均已逃逸，遂立即調閱周遭監視器及進行查訪，掌握犯嫌身分及使用之車輛，全案積極嚴正查處函送地檢署偵辦。
本案獲報後立即派員前往處置，經警初步詢問案發原因，被害人等堅稱不願提出毀損告訴，惟經了解疑似雙方嫌隙糾紛，不詳犯嫌等人遂糾眾持棍棒、沖天炮盒及信號彈等於現場施放並毀損被害人所有之自小客車，以此恐嚇被害人等後隨即分乘7輛自小客車逃逸，現場無人傷亡。經警清查相關涉嫌人身分後，陸續通知韓嫌(男、85年次)、陳嫌(男、86年次)、鄭嫌(男、87年次)、林嫌(男、87年次)、劉嫌(男、87年次)等5人到案說明，警詢時犯嫌均辯稱僅到場觀看，惟未參與不法犯行，對於毀損車輛之原因及教唆者堅不吐實，詢後全案仍依涉嫌公共危險、恐嚇公眾等罪嫌，函送臺灣臺北地方檢察署偵辦外，持續清查犯嫌等人背景，並已朝組織犯罪防制條例蒐報擴大偵辦，遇有不法情事將立即強力執法。
信義分局呼籲民眾平日在外應注意自身安全，對於糾紛事件並應理性處置，勿以暴力方式解決，遇有不法人、事、物時，可撥打110向警方尋求協助，分局亦將持續加強防制轄內各類不法犯罪，以維治安平穩。"
13,獨居老翁搭小黃迷途，艋舺波麗士伸援手助返家,臺北市政府警察局公共關係室,2018/07/20 08:32,"107年7月12日17時許1名計程車司機攙扶1位黃姓老翁進入萬華分局東園街派出所，稱黃姓老翁於汀洲路攔車欲返家，卻忘記住家地址，只記得大概居住在萬華區武成街一帶，便載其至派出所尋求警方協助。
警員展奕鵬見狀立即上前關懷、詢問，言談中得知黃姓老翁為獨居老人(24年次)，午間外出後欲返家卻ㄧ時忘記回家的路，展員另發現黃姓老翁非常面熟，推斷可能曾經列為失蹤人口，隨即透過失蹤人口系統查詢、比對，果不其然，黃姓老翁於今(107)年3月時亦曾被同一派出所尋獲，順利查得黃姓老翁戶籍資料。
展員考量天氣炎熱，加上黃姓老翁年事已高，立即主動開車親自護送黃姓老翁返回住處，並貼心製作載有黃翁住址之小卡片請渠隨身攜帶，避免日後再次發生相同情事。
萬華分局提醒家中有長輩的民眾，應在長者身上配戴名牌，並載明聯絡方式等重要資訊，以利民眾或警方第一時間可以聯繫到家屬或協助其返家。"
14,酒駕見警停滯，銳警一案三破,臺北市政府警察局公共關係室,2018/07/20 08:31,"臺北市保安警察大隊第一中隊小隊長施性旭率警員共8員，於107年7月12日18時許，依規劃在臺北市文山區木柵路與秀明路口執行路檢勤務，1名翁姓男子駕駛汽車載著2名外籍勞工接近路檢點前時，竟突然停車不前，員警發覺有異立即趨前察看，頓時發現車內飄出濃濃酒味，且見翁姓駕駛及車內1名外籍移工眼神閃爍、神情心虛，警方隨即請翁男下車接受酒測並予以盤察，結果酒測值竟高達0.54MG/L，翁男表示因為當(12)日中午上班時有喝啤酒跟保力達，自認為精神還可以才駕車並載人下班，也因此看到警方路檢才心虛的將車停下，知道自己錯了，願意配合警方調查。
由於該車內2名外籍移工均未攜帶證件，其中1名越南籍黃姓(譯音)人士更是完全聽不懂中文。翁男立即幫他解釋：「他是我舅舅啦！他來臺灣探親觀光，因為缺錢花用所以我才雇用他來工地幫我的忙呀！」，警方聞言後，隨即告誡翁男：「你怎麼可以雇用持觀光簽證的外籍人士？這樣已經是違法行為了！」，翁男一聽，態度立即緊張起來，表示自己確實不知道這樣是違法行為，實在是因為自己親人，才雇用該越南籍男子幫忙工作，更直呼自己實在有夠倒楣，酒駕被抓也就算了，同時還違反「就業服務法」，並央求警方給他一個機會，全案訊後將翁男依違反「公共危險」及「就業服務法」罪嫌偵辦；另越南籍黃姓(譯音)男子移請內政部入出國及移民署臺北專勤隊偵辦。
臺北市保安大隊107年上半年線上查獲各類刑案共計2，132件，其中查獲各類毒品686件、酒駕969件；警方呼籲，酒駕已造成許多家庭破碎，社會大眾應珍惜自身安全及尊重他人生命權，請絕對不要酒後駕車。而「毒品」影響社會治安甚鉅，千萬不要因一時好奇而輕易嘗試，一旦不慎落入毒品深淵，不僅傷身更讓愛你的人傷心。臺北市保安大隊將秉持一貫落實執行各項勤務精神，持續對危害人民健康與安全之「毒品」及「酒後駕車」列為重點取締工作，為提供臺北市民一個安全優質的生活環境，奮力不懈。"
15,百歲失智嬤獨坐路邊 信義警民齊力助返家,臺北市政府警察局公共關係室,2018/07/20 08:30,"本分局福德街派出所於本(7)月12日下午16時許接獲110報案，鐘姓熱心民眾稱在信義區林口街發現一名失智阿嬤，福德街派出所警員黃鴻鈞、劉亦修立即趕赴現場。
員警到達現場瞭解情況，阿嬤年紀已高，且無法說出自己的名字及出生年月日，使用人臉辨識系統過濾比對亦無結果。此時，阿嬤突然隨口說出一個門牌號碼，員警聽到後便想立刻載阿嬤到該址確認，到了該址時，員警向鄰居確認阿嬤確實住在這裡，大家才彼此露出笑容，鬆了一口氣。
員警陪阿嬤進屋後，一邊找尋阿嬤親人的聯繫方式，一邊正想倒杯水給阿嬤喝、喘口氣時，發現屋內的飲用水瓶中有螞蟻載浮載沉，警員黃鴻鈞見狀立即至附近超商買一整箱水放在阿嬤家中，並開瓶礦泉水讓阿嬤慢慢喝下。
過不久阿嬤的媳婦趕到，頻頻表示非常感激員警和街坊鄰居們的協助，並說早就想接婆婆一起住，但婆婆個性固執，始終不願意麻煩子女，只好藉幫婆婆送餐的理由常常返家探望，經此事後一定要讓家人們好好說服婆婆，重視獨居長者的問題。
信義分局呼籲：民眾如有需要，可向市府社會局申請預防走失手鍊，或是配戴記載家屬聯繫方式之卡片，俾能快速聯繫家屬，讓失智長者儘早回到溫暖的家。"
16,焦急母親捷運系統尋兒，熱心捷警助其團圓,臺北市政府警察局公共關係室,2018/07/20 08:30,"    臺北市捷運警察隊第二分隊警員李長衛107年7月15日擔服信義象山車巡勤務，接獲通報有少女在台大醫院捷運站與家人走散。李員立即趕往現場，得知少女陳○安(13歲)係6月底剛從美國返臺，未記母親聯絡電話及現居地址，於捷運站內如廁後與母親走散，當下相當緊張與害怕，李員先行安撫情緒，除通報沿線各站協尋陳母外，並探詢得知陳女與母親剛上完舞蹈課，遂陪同陳女至舞蹈教室詢問陳母的聯絡方式，惟到達時該教室已關門休息、按門鈴亦無人應答，無法取得聯絡方式，此時捷運公司台大醫院站來電表示陳母正在找尋其女兒並留下聯絡電話，李員立刻撥打電話聯繫到陳母，並相約在捷運大坪林站，李員隨後護送陳女至大坪林站與母親會合，陳母對警方熱心陪同並護送返家，深表感謝。
臺北市捷運警察隊呼籲，攜帶孩童搭乘大眾運輸系統，請留意其動向，並訓練孩童背記家人聯絡資訊，以便適時提供聯絡資訊，確保弱勢族群安全。"
17,大陸扒手侵台北忠烈祠行竊遭活逮，台灣扒手轉戰新北市場行竊也遭逮,臺北市政府警察局公共關係室,2018/07/20 08:29,"　　鑒於每逢暑假旅遊旺季期間，知名觀光旅遊景點吸引外國旅客參觀旅遊，人潮擁擠之際，易疏於注意隨身財物，極易成為扒竊集團覬覦對象。本局局長陳嘉昌為使旅客旅遊期間治安平穩，要求刑警大隊針對觀光景點、傳統市場等場所加強查緝扒竊專案勤務。近來發現本轄忠烈祠、故宮博物院、龍山寺、101大樓、士林、饒河夜市等景點陸續發生日本籍旅客遭扒手竊取隨身皮夾、現金等財物，專案人員針對本局列管慣竊跟監、埋伏及加強未列管之慣竊以影帶追人偵查作為，蒐集相關犯罪事證逮捕到案。
　　本組專案人員於107年6月9日上午9時30分在本轄中山區忠烈祠內發現廣西桂林大陸扒手黃○華(56年次)，各國之觀光客在忠烈祠參觀衛兵交接典禮，引發人潮，現場適有1名日本籍旅客(橋○○洋)雙手拿著照相機在忠烈祠大門拍攝衛兵交接表演影像，黃嫌以隨身毛巾當遮掩，再以徒手行竊方式入被害人腰包內竊取土黃色皮夾1只等財物，得手後逃離現場時，為本大隊員警當場人贓俱獲。黃嫌坦承竊盜犯行，黃嫌供稱於105年至今10次以觀光名義來台行竊，行竊對象大多選擇日籍旅客下手，全案依竊盜現行犯逮捕隨案移請臺灣臺北地方檢察署偵辦。
　　另本組人員於107年7月15日執行檢肅扒竊勤務，發現本局列管之扒手慣犯劉○銘(55年次)在本轄萬華區西門町商場出沒，跟蹤、監視劉嫌至新北市中和區大勇街25巷38弄13之3號(大勇街黃昏市場)伺機尋找扒竊對象。劉嫌渠見被害人於大勇街黃昏市場內１處賣蔬果之攤位選購物品，趁市場內人潮擁擠之際，以身體緊靠婦人後方，用隨身攜帶之長袖襯衫遮掩，再以右手伸入被害人黑色側背包內，竊取水藍色零錢包1只等財物。得手後，將所竊得之水藍色錢包緊握在右手，隨即轉身離開現場時，為本大隊員警目擊行竊過程，當場人贓俱獲，案依竊盜現行犯逮捕隨案移請臺灣新北地方檢察署偵辦。逮捕時劉嫌供稱，渠於107年5月5日在信義區世貿國際觀光博覽會涉嫌扒竊女性皮夾被逮捕後，經裁定交保在外。自知已為本局鎖定目標，為逃避查緝，轉戰新北市中和區黃昏市場犯案，竟還是被臺北市警局同一組員警現逮，難逃法網。
　　經本局肅竊組分析通常扒手最喜歡作案之地點為展覽會場、傳統市場等觀光景點人潮擁擠場所，趁被害人專心選購物品之際等機會，利用人體或衣服、帽子、報紙、提包、公事包、雨傘等物品進行掩護，藉以擋住被害人的視線再見機行竊民眾身上手機、錢包等物品，造成民眾財物損失。
　　呼籲民眾採購物品應提高警覺，隨時留意隨身財物安全，並注意周遭可疑人物，做好自身防竊，使竊賊無機可乘；本局持續將列管慣竊實施跟監、埋伏等偵查作為查緝，以淨化本市治安。"
18,促進國民外交，士林警協助哥倫比亞籍男子找回包包,臺北市政府警察局公共關係室,2018/07/19 14:29,"    本分局蘭雅派出所警員鄭文諺 (下稱鄭員)日前擔服18時至21時備勤勤務，於19時許有名哥倫比亞籍男子慌張跑進派出所內向警方表示需要協助。
哥倫比亞籍男子為模特兒公司的經紀人兼足球隊老闆，因其所屬之黑色包包遺留在計程車上，故慌張的跑進派出所報案。渠向警方表示，其於晚間19時許從士林區天母北路87巷路口附近搭乘計程車(車號不詳)，後至中山北路六段77號前下車，因適逢瑪莉亞颱風來襲，視線不佳，下車時便將包包遺留在計程車上，因包包內有工作相關之重要資料及手錶，故焦急地跑進派出所向警方求助。
鄭員獲報後立即調閱哥倫比亞籍男子所述行經路線之沿途監視器，最終於中山北路與德行西路口調閱到疑似為該男子所搭乘之計程車。鄭員便利用警政系統查詢司機的聯繫方式並進而聯繫，吳姓司機向警方表示載完哥倫比亞籍男子後便返家，途中沒有再載其他客人，對於未能及時發現包包亦深感抱歉，便自發性的將包包送回蘭雅派出所親自交給哥倫比亞籍男子。哥籍男子對於臺灣警方能即時協助感到萬分感謝，並表示臺灣警察為民服務精神「雄讚」!"
19,大安分局偵辦轄區槍擊案 內政部警政署陳署長家欽蒞臨大安分局慰勉同仁辛勞,臺北市政府警察局公共關係室,2018/07/19 14:28,"大安分局偵辦轄內107年7月16、17日發生之槍擊案，經連續18小時漏夜偵辦，迅速將19名涉案犯嫌查緝到案，另查扣改造手槍3支、模擬槍1支、空氣槍1支及漆彈槍1支。
　　內政部警政署陳署長家欽為慰勉大安分局偵辦本案辛勞得力，特於本(18)日15時親蒞大安分局為同仁打氣，亦期許該分局積極查緝其餘未到案嫌犯。
　　署長陳家欽宣誓全力打擊黑幫力道與決心，只會愈來愈强，絕不鬆手，對未到案嫌犯務必除惡務盡、一個也不能放過、更要向上追幫派老大。且語重心長表示：本署強化掃蕩槍械改造工廠，阻絕非法槍彈來源，降低持槍刑案發生，防制幫派分子擁槍自重，另將增加見警率，讓犯罪率持續降低。"
20,另類國民外交!熱心警助澳洲籍旅客尋回「祖母贈送的聖經」,臺北市政府警察局公共關係室,2018/07/19 14:10,"   日前晚間18時許，一對澳洲籍母女走進文山第二分局興隆派出所尋求警方的協助，警員關鉦育見母女倆神情焦急，立即趨前關懷詢問。經了解係江姓女子當天與10歲女兒自捷運台電大樓站附近搭乘計程車至文山區福興路，下車後卻發現女兒將背包遺忘在計程車上，因其背包內有極為重要之物，在擔心可能找不回的情況下，其女兒放聲嚎啕大哭，關員見狀先安撫其難過的情緒後，趕緊調閱監視器尋找重要的背包。
關員得知遺失的背包裡放有祖母贈送的聖經，母女倆視為家中的傳家之寶。關員感同身受，能體會其無助的心情。在調閱監視器畫面後，發現了計程車的蹤跡並聯繫上駕駛人將背包拿至派出所歸還給母女倆，此時小妹妹才破涕為笑，喜悅之情溢於言表。江女對於臺灣警察熱心的協助，方能尋回家中珍貴的物品，不斷表達感激之意，並對臺灣警察積極為民服務的精神留下了深刻的印象，認為足堪各國警察的表率。最後，母女倆與關員及計程車駕駛更一同合影留念，畫下完美的句點。
文山第二分局呼籲，民眾如需搭乘計程車時，可多利用計程車叫車專線，如不慎將物品遺留車上時，即可透過叫車紀錄迅速查詢出車號，以連繫駕駛。"
21,嘉市警高強度查緝不法犯罪保護青少年、查獲MDMA毒品咖啡包+K他命！,嘉義市政府警察局公共關係科,2018/07/18 16:30,"嘉義市政府警察局第一分局八掌派出所員警於日前執行02-04時「暑期保護青少年青春專案」勤務時，在嘉義市西區蘭州四街與廣州街口，發現一部靜駛停放之自小客車形跡可疑，遂上前欲加以盤查，經要求請車輛駕駛人出示證件供查詢核對身分之際，於查詢過程中警方覺察駕駛男子有神色慌張異常顯有可疑情形，於經駕駛男子同意下警方對其停放車輛檢視，當場於男子車內起獲藏匿摻雜有第二級毒品MDMA咖啡包51小包及第三級毒品K他命1小包，案經警方據以帶案偵辦，詢問犯嫌坦承為施用毒品而持有之犯行不諱，警方全案調查後，依法報請臺灣嘉義地方法院檢察署偵辦。
八掌派出所所長吳政緯、警員孫繼昌、林東瑋和張瑞麟等4員，日前執行02-04時「暑期保護青少年青春專案」勤務之際，於嘉義市西區蘭州四街與廣州街口附近，發現有一部靜駛停放的自小客車形跡可疑，經靠近車輛查看，發現有一名男子獨自坐在車輛駕駛座位上，於經要求車輛駕駛人出示證件接受身分查證辨識時，覺察到車輛駕駛男子姓名向○○有眼神飄忽不定，且不時的往車內觀望似乎想隱瞞其他事，向男此舉慌張怪異行為更加引起警方懷疑；所長等執勤員警於察覺有異後，遂經向男同意，請其將駕駛車輛車門開啟及其身上攜帶物品出示接受檢視，過程中聞到由向男車內飄散出濃厚K他命毒品氣味，果然在向男駕駛車內查獲藏放有第二級毒品MDMA咖啡包51小包(毛重526.68公克)及第三級毒品K他命1小包(毛重46.45公克)，此時向嫌見所攜帶藏匿毒品遭警方查獲無法狡辯，而向警方吐實，坦承為警方查扣持有之毒品系自己意圖施用而持有，惟沒想到會因為自己的心虛遇見警方盤查而遭查獲，案經警方據以帶案偵辦，詢據向嫌亦坦承為施用毒品而持有之犯行不諱，警方除將犯嫌依違反毒品危害防制條例罪報請臺灣嘉義地方法院檢察署偵辦外，同時將持續向上追查毒品來源，以確實斷絕毒品根源，防堵毒品流入戕害國人身心。
嘉義市政府警察局第一分局八掌派出所所長吳政緯表示，千萬不要輕忽毒品的危害，毒品萬萬碰不得，碰了要戒之可是難上加難，更不要以毒品來紓壓，一旦沾染毒品不但無法輕易擺脫，也會危害社會、家庭及個人健康而斷送美好前程，終其一生都受毒癮的控制及身體的病痛所苦，故將查緝毒品、防制青少年接觸毒品列為首要之務；打擊犯罪是警察責無旁貸的使命，亦是警察工作的核心價值，同時將持續貫徹嘉義市政府警察局維護嘉義市治安之決心，也籲請民眾若發現不法，請立即撥打「110」報案專線，警民攜手合作打擊犯罪，共創一個治安放心、交通順心及服務貼心的嘉義市。
"
22,竊嫌稱一「食」忘記  仍躲不過遭移送,嘉義市政府警察局公共關係科,2018/07/18 16:30,"嘉義市政府警察局第二分局北門派出所巡佐陳建祿及警員陳秋全日前接獲轄區某大賣場稱店內有多項食物遭竊，警方便立即前往查處，竊嫌利用障眼法以為躲避得了警方，但偷竊過程遭監視器全程錄影。
警方於日前接獲大賣場店員報案，稱一位婦人未付錢即離去，經店員提供店內監視器畫面，研判該竊嫌竊取商品手法相當熟練，畫面中該竊嫌手拿小提袋及自備塑膠袋，在結帳前將不同食物先放入塑膠袋中，然後再走至櫃檯結帳，結帳時只拿出一瓶綠茶結帳，而塑膠袋中尚有多數未結帳的食物，最後竊嫌欲趁店員收銀未發現時大步離去，警方到場後竊嫌吳ＯＯ大聲咆哮:「我不是小偷!」但罪證確鑿警方將吳嫌上銬帶返派出所偵訊。吳嫌一開始還矢口否認其犯行，辯稱她沒有竊取東西，是忘記沒有結帳!然店員稱吳嫌並非第一次行竊，因熟識店家環境，且經常選店家湧入大量人潮時躲避店員及監視錄影的地方，因此先前屢次犯案得逞。孰不知此舉仍躲不過監視器，即便吳嫌苦苦哀求警方給她機會，全案警方訊問後仍依竊盜罪將竊嫌移送嘉義地方檢察署偵辦。
嘉義市政府警察局第二分局表示：防制竊盜是警察責任，除有效淨化社會治安，維護市民生命財產安全外，也要呼籲民眾，多一分防範，就能避免受害，更希望藉由民眾自我預防犯罪意識的提升，使嘉義市續朝『安全』、『安心』、『安康』之三安城市願景邁進，使治安環境更上一層樓。
"
